latitude,longitude,date_local,aqi
39.835556,-75.3725,2017-11-03,48
39.835556,-75.3725,2017-11-05,47
39.835556,-75.3725,2017-11-15,38
39.835556,-75.3725,2017-11-17,29
39.835556,-75.3725,2017-11-02,44
39.835556,-75.3725,2017-11-14,67
39.835556,-75.3725,2017-11-12,82
39.835556,-75.3725,2017-11-08,54
39.835556,-75.3725,2017-11-04,43
39.835556,-75.3725,2017-11-16,35
39.835556,-75.3725,2017-11-11,46
39.835556,-75.3725,2017-11-19,16
39.835556,-75.3725,2017-11-10,30
39.835556,-75.3725,2017-11-09,34
39.835556,-75.3725,2017-11-18,54
39.835556,-75.3725,2017-11-06,43
39.835556,-75.3725,2017-11-07,53
39.835556,-75.3725,2017-11-03,29
39.835556,-75.3725,2017-11-15,53
39.835556,-75.3725,2017-11-09,50
39.835556,-75.3725,2017-11-13,83
40.309722,-78.915,2017-11-13,68
40.309722,-78.915,2017-11-02,59
40.309722,-78.915,2017-11-29,57
40.309722,-78.915,2017-11-19,35
40.309722,-78.915,2017-11-04,48
40.309722,-78.915,2017-11-28,67
40.309722,-78.915,2017-11-17,43
40.309722,-78.915,2017-11-16,52
40.309722,-78.915,2017-11-27,56
40.309722,-78.915,2017-11-06,33
40.309722,-78.915,2017-11-18,70
40.309722,-78.915,2017-11-12,62
40.309722,-78.915,2017-11-22,50
40.309722,-78.915,2017-11-24,63
40.309722,-78.915,2017-11-11,51
40.309722,-78.915,2017-11-05,34
40.309722,-78.915,2017-11-09,59
40.309722,-78.915,2017-11-07,51
40.309722,-78.915,2017-11-14,58
40.309722,-78.915,2017-11-25,59
40.309722,-78.915,2017-11-20,55
40.309722,-78.915,2017-11-03,57
40.309722,-78.915,2017-11-30,63
40.309722,-78.915,2017-11-23,48
40.309722,-78.915,2017-11-08,49
40.309722,-78.915,2017-11-21,60
40.309722,-78.915,2017-11-15,60
40.309722,-78.915,2017-11-10,37
40.309722,-78.915,2017-11-26,42
40.43743,-79.863571999999991,2017-11-16,28
40.43743,-79.863571999999991,2017-11-17,34
40.43743,-79.863571999999991,2017-11-18,44
40.43743,-79.863571999999991,2017-11-24,69
40.43743,-79.863571999999991,2017-11-14,56
40.43743,-79.863571999999991,2017-11-09,50
40.43743,-79.863571999999991,2017-11-03,43
40.43743,-79.863571999999991,2017-11-02,56
40.43743,-79.863571999999991,2017-11-08,23
40.43743,-79.863571999999991,2017-11-20,45
40.43743,-79.863571999999991,2017-11-28,51
40.43743,-79.863571999999991,2017-11-26,24
40.43743,-79.863571999999991,2017-11-13,60
40.43743,-79.863571999999991,2017-11-11,34
40.43743,-79.863571999999991,2017-11-29,36
40.43743,-79.863571999999991,2017-11-19,16
40.43743,-79.863571999999991,2017-11-10,13
40.43743,-79.863571999999991,2017-11-15,55
40.43743,-79.863571999999991,2017-11-12,58
40.43743,-79.863571999999991,2017-11-25,54
40.43743,-79.863571999999991,2017-11-05,42
40.43743,-79.863571999999991,2017-11-23,53
40.43743,-79.863571999999991,2017-11-21,51
40.43743,-79.863571999999991,2017-11-30,52
40.43743,-79.863571999999991,2017-11-07,29
40.43743,-79.863571999999991,2017-11-27,56
40.43743,-79.863571999999991,2017-11-06,20
40.43743,-79.863571999999991,2017-11-22,23
40.43743,-79.863571999999991,2017-11-04,35
40.617488,-79.72766399999999,2017-11-03,37
40.617488,-79.72766399999999,2017-11-09,35
40.617488,-79.72766399999999,2017-11-24,46
40.617488,-79.72766399999999,2017-11-21,35
40.617488,-79.72766399999999,2017-11-27,41
40.617488,-79.72766399999999,2017-11-18,35
40.617488,-79.72766399999999,2017-11-06,17
40.617488,-79.72766399999999,2017-11-15,46
