latitude,longitude,date_local,aqi
40.294340999999996,-79.885331,2017-04-13,40
40.294340999999996,-79.885331,2017-04-25,24
40.294340999999996,-79.885331,2017-04-19,34
40.294340999999996,-79.885331,2017-04-07,10
40.606624,-80.021669,2017-04-19,38
40.606624,-80.021669,2017-04-13,26
40.606624,-80.021669,2017-04-25,17
40.606624,-80.021669,2017-04-07,11
39.835556,-75.3725,2017-04-07,10
39.835556,-75.3725,2017-04-20,36
39.835556,-75.3725,2017-04-23,18
39.835556,-75.3725,2017-04-21,47
39.835556,-75.3725,2017-04-16,43
39.835556,-75.3725,2017-04-25,67
39.835556,-75.3725,2017-04-09,37
39.835556,-75.3725,2017-04-14,32
39.835556,-75.3725,2017-04-06,27
39.835556,-75.3725,2017-04-19,24
39.835556,-75.3725,2017-04-26,23
39.835556,-75.3725,2017-04-19,26
39.835556,-75.3725,2017-04-13,23
39.835556,-75.3725,2017-04-18,17
39.835556,-75.3725,2017-04-08,25
39.835556,-75.3725,2017-04-25,74
39.835556,-75.3725,2017-04-04,10
39.835556,-75.3725,2017-04-27,31
39.835556,-75.3725,2017-04-12,37
39.835556,-75.3725,2017-04-30,48
39.835556,-75.3725,2017-04-22,48
39.835556,-75.3725,2017-04-13,25
39.835556,-75.3725,2017-04-28,41
39.835556,-75.3725,2017-04-11,42
39.835556,-75.3725,2017-04-15,23
39.835556,-75.3725,2017-04-17,18
39.835556,-75.3725,2017-04-29,39
39.835556,-75.3725,2017-04-07,8
39.835556,-75.3725,2017-04-24,53
39.835556,-75.3725,2017-04-10,39
39.835556,-75.3725,2017-04-05,12
40.309722,-78.915,2017-04-19,34
40.309722,-78.915,2017-04-30,51
40.309722,-78.915,2017-04-15,56
40.309722,-78.915,2017-04-22,26
40.309722,-78.915,2017-04-13,35
40.309722,-78.915,2017-04-24,23
40.309722,-78.915,2017-04-03,45
40.309722,-78.915,2017-04-02,48
40.309722,-78.915,2017-04-25,16
40.309722,-78.915,2017-04-27,33
40.309722,-78.915,2017-04-10,50
40.309722,-78.915,2017-04-07,22
40.309722,-78.915,2017-04-21,35
40.309722,-78.915,2017-04-28,35
40.309722,-78.915,2017-04-09,45
40.309722,-78.915,2017-04-20,28
40.309722,-78.915,2017-04-05,20
40.309722,-78.915,2017-04-14,52
40.309722,-78.915,2017-04-18,33
40.309722,-78.915,2017-04-08,30
40.309722,-78.915,2017-04-06,23
40.309722,-78.915,2017-04-17,22
40.309722,-78.915,2017-04-29,30
40.309722,-78.915,2017-04-11,49
40.309722,-78.915,2017-04-23,37
40.309722,-78.915,2017-04-26,11
40.309722,-78.915,2017-04-04,27
40.309722,-78.915,2017-04-16,47
40.309722,-78.915,2017-04-12,48
40.43743,-79.863571999999991,2017-04-27,40
40.43743,-79.863571999999991,2017-04-09,51
40.43743,-79.863571999999991,2017-04-17,21
40.43743,-79.863571999999991,2017-04-07,15
40.43743,-79.863571999999991,2017-04-26,28
40.43743,-79.863571999999991,2017-04-02,32
40.43743,-79.863571999999991,2017-04-13,28
40.43743,-79.863571999999991,2017-04-15,61
40.43743,-79.863571999999991,2017-04-11,45
40.43743,-79.863571999999991,2017-04-14,38
40.43743,-79.863571999999991,2017-04-24,20
40.43743,-79.863571999999991,2017-04-12,32
40.43743,-79.863571999999991,2017-04-19,33
40.43743,-79.863571999999991,2017-04-06,13
40.43743,-79.863571999999991,2017-04-04,20
40.43743,-79.863571999999991,2017-04-03,31
40.43743,-79.863571999999991,2017-04-08,30
40.43743,-79.863571999999991,2017-04-21,33
40.43743,-79.863571999999991,2017-04-05,17
40.43743,-79.863571999999991,2017-04-22,18
40.43743,-79.863571999999991,2017-04-30,53
40.43743,-79.863571999999991,2017-04-16,36
40.43743,-79.863571999999991,2017-04-29,32
40.43743,-79.863571999999991,2017-04-25,18
40.43743,-79.863571999999991,2017-04-23,11
40.43743,-79.863571999999991,2017-04-28,35
40.43743,-79.863571999999991,2017-04-20,40
40.43743,-79.863571999999991,2017-04-18,23
40.617488,-79.72766399999999,2017-04-28,32
40.617488,-79.72766399999999,2017-04-04,25
40.617488,-79.72766399999999,2017-04-16,43
40.617488,-79.72766399999999,2017-04-10,54
40.617488,-79.72766399999999,2017-04-22,15
40.617488,-79.72766399999999,2017-04-07,51
40.617488,-79.72766399999999,2017-04-25,18
40.617488,-79.72766399999999,2017-04-13,48
40.617488,-79.72766399999999,2017-04-19,38
40.054171,-74.985165999999992,2017-04-07,23
40.054171,-74.985165999999992,2017-04-29,33
40.054171,-74.985165999999992,2017-04-28,39
40.054171,-74.985165999999992,2017-04-25,4
40.054171,-74.985165999999992,2017-04-03,37
40.054171,-74.985165999999992,2017-04-20,24
40.054171,-74.985165999999992,2017-04-30,16
40.054171,-74.985165999999992,2017-04-12,52
40.054171,-74.985165999999992,2017-04-11,54
40.054171,-74.985165999999992,2017-04-26,13
40.054171,-74.985165999999992,2017-04-10,45
40.054171,-74.985165999999992,2017-04-24,13
40.054171,-74.985165999999992,2017-04-19,16
40.054171,-74.985165999999992,2017-04-21,33
40.054171,-74.985165999999992,2017-04-08,24
40.054171,-74.985165999999992,2017-04-27,28
40.054171,-74.985165999999992,2017-04-04,46
40.054171,-74.985165999999992,2017-04-05,33
40.054171,-74.985165999999992,2017-04-02,28
40.054171,-74.985165999999992,2017-04-06,18
40.054171,-74.985165999999992,2017-04-09,40
40.054171,-74.985165999999992,2017-04-22,53
40.054171,-74.985165999999992,2017-04-23,13
40.112221999999996,-75.309167,2017-04-28,46
40.112221999999996,-75.309167,2017-04-04,24
40.112221999999996,-75.309167,2017-04-20,23
40.112221999999996,-75.309167,2017-04-06,19
40.112221999999996,-75.309167,2017-04-08,28
40.112221999999996,-75.309167,2017-04-16,43
40.112221999999996,-75.309167,2017-04-07,20
40.112221999999996,-75.309167,2017-04-23,28
40.112221999999996,-75.309167,2017-04-25,21
40.112221999999996,-75.309167,2017-04-29,41
40.112221999999996,-75.309167,2017-04-13,28
40.112221999999996,-75.309167,2017-04-12,41
40.112221999999996,-75.309167,2017-04-22,52
40.112221999999996,-75.309167,2017-04-24,27
40.112221999999996,-75.309167,2017-04-05,24
40.112221999999996,-75.309167,2017-04-26,20
40.112221999999996,-75.309167,2017-04-27,52
40.112221999999996,-75.309167,2017-04-10,45
40.112221999999996,-75.309167,2017-04-14,44
40.112221999999996,-75.309167,2017-04-09,40
40.112221999999996,-75.309167,2017-04-15,35
40.112221999999996,-75.309167,2017-04-02,33
40.112221999999996,-75.309167,2017-04-03,40
40.112221999999996,-75.309167,2017-04-30,25
40.112221999999996,-75.309167,2017-04-17,19
40.112221999999996,-75.309167,2017-04-18,25
40.112221999999996,-75.309167,2017-04-21,49
40.112221999999996,-75.309167,2017-04-11,46
40.112221999999996,-75.309167,2017-04-19,36
40.375644,-80.169942999999989,2017-04-19,35
40.375644,-80.169942999999989,2017-04-16,40
40.375644,-80.169942999999989,2017-04-28,24
40.375644,-80.169942999999989,2017-04-22,13
40.375644,-80.169942999999989,2017-04-25,16
40.375644,-80.169942999999989,2017-04-04,23
40.375644,-80.169942999999989,2017-04-13,24
40.375644,-80.169942999999989,2017-04-10,38
40.375644,-80.169942999999989,2017-04-07,11
40.043833,-76.112400000000008,2017-04-03,38
40.043833,-76.112400000000008,2017-04-07,2
40.043833,-76.112400000000008,2017-04-25,11
40.043833,-76.112400000000008,2017-04-18,20
40.043833,-76.112400000000008,2017-04-30,18
40.043833,-76.112400000000008,2017-04-20,41
40.043833,-76.112400000000008,2017-04-29,42
40.043833,-76.112400000000008,2017-04-10,38
40.043833,-76.112400000000008,2017-04-17,10
40.043833,-76.112400000000008,2017-04-11,52
40.043833,-76.112400000000008,2017-04-24,30
40.043833,-76.112400000000008,2017-04-02,24
40.043833,-76.112400000000008,2017-04-08,11
40.043833,-76.112400000000008,2017-04-04,19
40.043833,-76.112400000000008,2017-04-23,16
40.043833,-76.112400000000008,2017-04-05,18
40.043833,-76.112400000000008,2017-04-26,33
40.043833,-76.112400000000008,2017-04-15,43
40.043833,-76.112400000000008,2017-04-12,45
40.043833,-76.112400000000008,2017-04-25,9
40.043833,-76.112400000000008,2017-04-16,36
40.043833,-76.112400000000008,2017-04-29,44
40.043833,-76.112400000000008,2017-04-17,22
40.043833,-76.112400000000008,2017-04-27,40
40.043833,-76.112400000000008,2017-04-06,4
40.043833,-76.112400000000008,2017-04-09,30
40.043833,-76.112400000000008,2017-04-12,41
40.043833,-76.112400000000008,2017-04-24,21
40.043833,-76.112400000000008,2017-04-14,26
40.043833,-76.112400000000008,2017-04-10,36
40.043833,-76.112400000000008,2017-04-30,27
40.043833,-76.112400000000008,2017-04-18,22
40.043833,-76.112400000000008,2017-04-07,8
40.043833,-76.112400000000008,2017-04-02,20
40.043833,-76.112400000000008,2017-04-16,40
40.043833,-76.112400000000008,2017-04-11,53
40.043833,-76.112400000000008,2017-04-04,18
40.043833,-76.112400000000008,2017-04-22,55
40.043833,-76.112400000000008,2017-04-08,15
40.043833,-76.112400000000008,2017-04-09,30
40.043833,-76.112400000000008,2017-04-03,33
40.043833,-76.112400000000008,2017-04-27,37
40.043833,-76.112400000000008,2017-04-21,55
40.043833,-76.112400000000008,2017-04-20,39
40.043833,-76.112400000000008,2017-04-14,31
40.043833,-76.112400000000008,2017-04-26,20
40.043833,-76.112400000000008,2017-04-21,48
40.043833,-76.112400000000008,2017-04-15,44
40.043833,-76.112400000000008,2017-04-19,18
40.043833,-76.112400000000008,2017-04-13,20
40.043833,-76.112400000000008,2017-04-22,52
40.043833,-76.112400000000008,2017-04-05,11
40.043833,-76.112400000000008,2017-04-23,8
40.043833,-76.112400000000008,2017-04-28,45
40.043833,-76.112400000000008,2017-04-19,23
40.043833,-76.112400000000008,2017-04-13,23
40.043833,-76.112400000000008,2017-04-28,49
40.043833,-76.112400000000008,2017-04-06,10
40.246528,-77.18675,2017-04-29,64
40.246528,-77.18675,2017-04-19,34
40.246528,-77.18675,2017-04-26,14
40.246528,-77.18675,2017-04-14,37
40.246528,-77.18675,2017-04-22,44
40.246528,-77.18675,2017-04-23,14
40.246528,-77.18675,2017-04-30,29
40.246528,-77.18675,2017-04-20,27
40.246528,-77.18675,2017-04-13,15
40.246528,-77.18675,2017-04-06,6
40.246528,-77.18675,2017-04-19,26
40.246528,-77.18675,2017-04-22,19
40.246528,-77.18675,2017-04-14,28
40.246528,-77.18675,2017-04-06,8
40.246528,-77.18675,2017-04-15,35
40.246528,-77.18675,2017-04-05,9
40.246528,-77.18675,2017-04-24,34
40.246528,-77.18675,2017-04-04,23
40.246528,-77.18675,2017-04-28,42
40.246528,-77.18675,2017-04-08,13
40.246528,-77.18675,2017-04-24,30
40.246528,-77.18675,2017-04-28,30
40.246528,-77.18675,2017-04-08,10
40.246528,-77.18675,2017-04-09,23
40.246528,-77.18675,2017-04-02,23
40.246528,-77.18675,2017-04-07,5
40.246528,-77.18675,2017-04-16,36
40.246528,-77.18675,2017-04-13,16
40.246528,-77.18675,2017-04-21,71
40.246528,-77.18675,2017-04-18,20
40.246528,-77.18675,2017-04-17,13
40.246528,-77.18675,2017-04-10,35
40.246528,-77.18675,2017-04-11,44
40.246528,-77.18675,2017-04-07,3
40.246528,-77.18675,2017-04-27,58
40.246528,-77.18675,2017-04-05,12
40.246528,-77.18675,2017-04-12,19
40.246528,-77.18675,2017-04-29,30
40.246528,-77.18675,2017-04-04,15
40.246528,-77.18675,2017-04-25,11
40.246528,-77.18675,2017-04-21,54
40.246528,-77.18675,2017-04-18,16
40.246528,-77.18675,2017-04-03,31
40.246528,-77.18675,2017-04-27,49
40.246528,-77.18675,2017-04-23,60
40.246528,-77.18675,2017-04-30,20
40.246528,-77.18675,2017-04-20,33
40.246528,-77.18675,2017-04-09,31
40.246528,-77.18675,2017-04-25,15
40.246528,-77.18675,2017-04-15,52
40.246528,-77.18675,2017-04-16,48
40.246528,-77.18675,2017-04-12,19
40.246528,-77.18675,2017-04-26,14
40.246528,-77.18675,2017-04-17,11
40.246528,-77.18675,2017-04-10,34
39.965278,-76.699444,2017-04-03,18
39.965278,-76.699444,2017-04-17,16
39.965278,-76.699444,2017-04-25,16
39.965278,-76.699444,2017-04-13,10
39.965278,-76.699444,2017-04-27,52
39.965278,-76.699444,2017-04-12,33
39.965278,-76.699444,2017-04-16,50
39.965278,-76.699444,2017-04-09,21
39.965278,-76.699444,2017-04-18,33
39.965278,-76.699444,2017-04-21,55
39.965278,-76.699444,2017-04-02,11
39.965278,-76.699444,2017-04-20,41
39.965278,-76.699444,2017-04-30,34
39.965278,-76.699444,2017-04-19,16
39.965278,-76.699444,2017-04-04,17
39.965278,-76.699444,2017-04-23,13
39.965278,-76.699444,2017-04-11,46
39.965278,-76.699444,2017-04-28,57
39.965278,-76.699444,2017-04-06,6
39.965278,-76.699444,2017-04-10,30
39.965278,-76.699444,2017-04-24,25
39.965278,-76.699444,2017-04-26,24
39.965278,-76.699444,2017-04-29,47
39.965278,-76.699444,2017-04-14,26
39.965278,-76.699444,2017-04-15,33
39.965278,-76.699444,2017-04-08,6
39.965278,-76.699444,2017-04-22,53
39.965278,-76.699444,2017-04-05,10
40.747796,-80.316442,2017-04-22,22
40.747796,-80.316442,2017-04-29,48
40.747796,-80.316442,2017-04-13,39
40.747796,-80.316442,2017-04-14,53
40.747796,-80.316442,2017-04-27,57
40.747796,-80.316442,2017-04-12,19
40.747796,-80.316442,2017-04-30,43
40.747796,-80.316442,2017-04-14,44
40.747796,-80.316442,2017-04-22,14
40.747796,-80.316442,2017-04-09,53
40.747796,-80.316442,2017-04-15,64
40.747796,-80.316442,2017-04-26,37
40.747796,-80.316442,2017-04-06,21
40.747796,-80.316442,2017-04-07,14
40.747796,-80.316442,2017-04-25,27
40.747796,-80.316442,2017-04-30,55
40.747796,-80.316442,2017-04-12,38
40.747796,-80.316442,2017-04-16,67
40.747796,-80.316442,2017-04-02,53
40.747796,-80.316442,2017-04-19,58
40.747796,-80.316442,2017-04-05,16
40.747796,-80.316442,2017-04-18,25
40.747796,-80.316442,2017-04-04,21
40.747796,-80.316442,2017-04-10,58
40.747796,-80.316442,2017-04-27,47
40.747796,-80.316442,2017-04-07,6
40.747796,-80.316442,2017-04-15,58
40.747796,-80.316442,2017-04-17,15
40.747796,-80.316442,2017-04-04,33
40.747796,-80.316442,2017-04-18,44
40.747796,-80.316442,2017-04-08,22
40.747796,-80.316442,2017-04-29,31
40.747796,-80.316442,2017-04-24,22
40.747796,-80.316442,2017-04-03,45
40.747796,-80.316442,2017-04-28,42
40.747796,-80.316442,2017-04-03,53
40.747796,-80.316442,2017-04-24,35
40.747796,-80.316442,2017-04-05,32
